"positive","962738510418661376"
"positive","962542299992481792"
"negative","962433514925907973"
"negative","962264033591209985"
"negative","961889880535117824"
"positive","961614724839432192"
"negative","962730386383130624"
"positive","962602714785083392"
"negative","961228971072479232"
"positive","960211124338745346"
"positive","960046657449668608"
"negative","962634273890160640"
"positive","962318801609068544"
"positive","962205213921865729"
"positive","960581299219156992"
"positive","962697964111179781"
"positive","962659745650835456"
"positive","962600655767552002"
"positive","962322120763232256"
"positive","962259643232935937"
"positive","962252186276257793"
"positive","962234691851087873"
"negative","962087611685855236"
"positive","962035938548330496"
"positive","962016064539320322"
"positive","961907305951514624"
"positive","961827680399208449"
"positive","961140506758656001"
"positive","961104387723677696"
"positive","960436890116808704"
"negative","960386845925367810"
"positive","960376838777462787"
"negative","960301670994456577"
"positive","960192220824469509"
"positive","960141620896325637"
"positive","960037008797298688"
"positive","959806841260822528"
"positive","959295193655607296"
"positive","959209600208818176"
"positive","959161351414444032"
"negative","959123572890488832"
"positive","962266718692433920"
"positive","962258516038836224"
"negative","962175872672387072"
"positive","962080259435913217"
"positive","962061065151369217"
"positive","961993995135127553"
"positive","961976606138032128"
"positive","961976156118495233"
"positive","961796824955785216"
"positive","961683560179687424"
"positive","961436278192566272"
"positive","961335576652861440"
"positive","961302296779984897"
"negative","960888501461049344"
"positive","960865160947695616"
"positive","960830449831567360"
"positive","960636393553907713"
"positive","960489302185709568"
"positive","960266351288963077"
"positive","960125809733373952"
"negative","959891913217314816"
"positive","959850231218212865"
"positive","959847425539280897"
"negative","959798750892953600"
"positive","959756654471516161"
"negative","959614921125367808"
"positive","959514275957166081"
"positive","959510783238508545"
"positive","959461202362601472"
"positive","959460164062629890"
"positive","959458114553643009"
"negative","959228788453277696"
"positive","962953006504337409"
"positive","962733027343392769"
"positive","962701977208705025"
"positive","962610063167770627"
"positive","962230127462699008"
"positive","962071220102430721"
"negative","961883775943626752"
"positive","961612814011027457"
"positive","961293452431581186"
"positive","961289506770112512"
"positive","960905935685332992"
"positive","960502689925877762"
"negative","960037295528267776"
"positive","959889330486628352"
"positive","959826805095006208"
"positive","959753256103792642"
"positive","959458114553643009"
"positive","959447270629478401"
"negative","962578989607878657"
"positive","960070271884582913"
"positive","959441287974981632"
"positive","959318996402106368"
"positive","962334707571666944"
"positive","962267230942695425"
"positive","961303568803352577"
"positive","960948252228112389"
"positive","960886006420590592"
"positive","960758263594831872"
"positive","960508595606564864"
"positive","959886853477412864"
"positive","959514270642900995"
"positive","960166075680903169"
"positive","960131029733445632"
"positive","959822319735644160"
"positive","961873325034110976"
"positive","961885959062204416"
"positive","961223914532888578"
"positive","960291217195094016"
"negative","960150432680210435"
"positive","959837756489916416"
"positive","961233560383492096"
"negative","963064536147353601"
"positive","963063017792573440"
"positive","963062700313137157"
"positive","963062665190002688"
"negative","963062588157431809"
"negative","963060523100188672"
"negative","963060200730226688"
"negative","963058290774151168"
"negative","963057626333532160"
"negative","963056234139066368"
"positive","963055672115040256"
"positive","963055425120821248"
"positive","963053856111374336"
"positive","963052841567948800"
"negative","963052446242222080"
"positive","963051837724266496"
"positive","963051047441879040"
"positive","963050707392847872"
"negative","963050552971218952"
"positive","963050069367906304"
"positive","963049629985144833"
"negative","963049344562876417"
"positive","963049070980890626"
"negative","963046930342400000"
"negative","963046627236868096"
"positive","963045781774184448"
"positive","963045231389302784"
"negative","963045038811992064"
"negative","963047678828515328"
"positive","963047597064716289"
"positive","963044110805491713"
"negative","963042526482530304"
"positive","963041957311328258"
"positive","963041274616954880"
"positive","963040290507456513"
"negative","963038755417395200"
"negative","963038752556929024"
"positive","963037002852683776"
"positive","963036762762248192"
"negative","963036739974717442"
"negative","963034977721036800"
"positive","963034454091583488"
"negative","963033665877020672"
"positive","963031649356337152"
"positive","963029951044763648"
"negative","963028690119593984"
"positive","963028578022625280"
"positive","963028562574966785"
"positive","963027299816919044"
"negative","963026887239983104"
"positive","963026289291616256"
"negative","963026165425459202"
"positive","963024991276150784"
"negative","963024903782924288"
"negative","963024708667977730"
"positive","963024688040460288"
"negative","963023660079570944"
"negative","963023274883141633"
"positive","963022881499336704"
"positive","963022728247894016"
"negative","963022207835365377"
"negative","963021116536221696"
"negative","963017709733732352"
"positive","963017673943732225"
"positive","963017637000351744"
"negative","963016822361612288"
"positive","963015811748257792"
"positive","963014848706686976"
"positive","963014243674140677"
"negative","963013595511574528"
"negative","963013586208612352"
"positive","963013425545740288"
"positive","963012898435010561"
"positive","963011885141553152"
"positive","963011703905583104"
"positive","963010828264984577"
"negative","963009992990298113"
"positive","963009184924094464"
"positive","963009123984990208"
"positive","963006515723587585"
"positive","963005460797382656"
"negative","963003431727386624"
"positive","963002258987405312"
"negative","963001112298221569"
"positive","963000926188507136"
"negative","963000760282832896"
"negative","962999770456428544"
"positive","962999350757658625"
"positive","962997231996596225"
"positive","962996344565698560"
"positive","962996072162451456"
"positive","962994819374239745"
"positive","962993807125073920"
"positive","962993081191686144"
"negative","962992961570197505"
"negative","962992852031635456"
"positive","962992432630652929"
"positive","962992290359906305"
"positive","962992212467384322"
"positive","962989384810336256"
"negative","962984280312905728"
"positive","962984255692460032"
"positive","962982870947172353"
"positive","962982813430673408"
"positive","962982628918988800"
"negative","962981905032499200"
"positive","962980138873913344"
"positive","962979476962529281"
"positive","962978685207883776"
"negative","962977351876431872"
"negative","962976661942697984"
"positive","962975844493905921"
"positive","962974604997349378"
"negative","962974243909767169"
"positive","962974243670642693"
"positive","963142430349504513"
"positive","963142298056962049"
"negative","963140736496623617"
"positive","963140159872143360"
"positive","963139108485976064"
"positive","963138562161102849"
"positive","963136901090893825"
"positive","963134354447896576"
"negative","963133124065550336"
"positive","963131903573360640"
"positive","964894132270399493"
"positive","964893843966582784"
"negative","964893257485471744"
"negative","964893198920372229"
"negative","964892745470013442"
"negative","964892308763217920"
"negative","964891329007415296"
"positive","964890064139538433"
"positive","964886923910184960"
"negative","964886806985629696"
"negative","964886233603366912"
"negative","964886050672869382"
"negative","964884520494301185"
"negative","964883411675566081"
"positive","964882658638606337"
"positive","964881799422906368"
"positive","964880968116047872"
"negative","964876760600010753"
"negative","964874679566655488"
"positive","964873484043194368"
"positive","964873347652780033"
"negative","964868657775108096"
"positive","964865803022749696"
"negative","964863909281673216"
"negative","964863714204659712"
"positive","964862788874260480"
"negative","964859166325116928"
"positive","964858734374785025"
"positive","964858254693163008"
"negative","964856930266157057"
"negative","964856179976531968"
"positive","964854277951967232"
"positive","964842954954366976"
"positive","964817911268413440"
"positive","964807499638542336"
"positive","964765221234634752"
"positive","964637892709634048"
"negative","964578140701036545"
"positive","964474771558797312"
"negative","964456444107075587"
"positive","964384762558164998"
"positive","964192154670325761"
"negative","964135999746998273"
"negative","964093201639510016"
"positive","964018515454955520"
"positive","963777141895843841"
"negative","963758272166670336"
"positive","963709372676427777"
"negative","963667267006365696"
"positive","963499188825837568"
"positive","963488188705669122"
"positive","964904353734774785"
"positive","964527326863257600"
"negative","964273148614103040"
"positive","963797422005727233"
"positive","963782640817106945"
"positive","963740945798893569"
"positive","963651530355245057"
"positive","963475718268047361"
"positive","963011727116914688"
"positive","963008346046500864"
"positive","962985350120509441"
"positive","962972430628204544"
"positive","962933400716873728"
"positive","962715428924641280"
"positive","962218932915535872"
"positive","961789084296466432"
"positive","964485807871610880"
"positive","964379673491730433"
"positive","964030466520174592"
"positive","962960282019618817"
"positive","962249094499590144"
"positive","961514249624391681"
"positive","964791013477945344"
"positive","964455144334286850"
"positive","963776108016668672"
"positive","963736742477156353"
"positive","963613584952561664"
"positive","961869569206841344"
"positive","961813516515618816"
"positive","963925849127948289"
"positive","963460621307207681"
"negative","962370599468363776"
"negative","961839419979268096"
"negative","964151814315704320"
"positive","963674627741487104"
"positive","963361691403735042"
"negative","963319398026145792"
"positive","963055425120821248"
"positive","963046752462008320"
"positive","962807168528416768"
"positive","962602872528449536"
"positive","961581073653293061"
"positive","961577842994708480"
"positive","961495401504432128"
"positive","961359685092855808"
"positive","964831151595569153"
"positive","964816723034673154"
"positive","964791353371742209"
"positive","964757014688747520"
"positive","964731405363183616"
"positive","964481389994397697"
"positive","964173908063805441"
"positive","963743615674650624"
"positive","963281535989374976"
"positive","963028689704407040"
"positive","962013098511970305"
"positive","961819477951234048"
"positive","961621921136857089"
"positive","961513244044201984"
"positive","961259653261873152"
"positive","963719366197030913"
"positive","962404102331338752"
"positive","962367970952531968"
"positive","962325534947663872"
"positive","964905954922975232"
"positive","964587169150066691"
"positive","964265377210380288"
"positive","964229443073069057"
"positive","964222905939787777"
"positive","964166418592919553"
"positive","963710905166024704"
"positive","963698660931497984"
"positive","963690108259061760"
"positive","963511723071336449"
"positive","963441610947289089"
"positive","963397360872239106"
"positive","963352177510158336"
"positive","963130981346668544"
"positive","963011954158731264"
"positive","962686951471149058"
"positive","962602714785083392"
"positive","961853444028952577"
"positive","961587211991908352"
"positive","961718597545529350"
"negative","964920630129905664"
"negative","964822232462749696"
"negative","964738677397221377"
"negative","964546954389852161"
"negative","964430169053147136"
"negative","964364152910225412"
"positive","964087577212018688"
"negative","964030288610373632"
"negative","963836901894643713"
"negative","963741977639571456"
"negative","963455159358640129"
"negative","963415239755730944"
"negative","963380921431937024"
"positive","963364948888911872"
"negative","963152661389299712"
"negative","963090504916324352"
"negative","962992697656082433"
"negative","962954366121664512"
"negative","962815634664026113"
"negative","962390471686443013"
"negative","962168873029128192"
"negative","961588519532748801"
"negative","961256307612422144"
"negative","963760272744697858"
"negative","963289040513531904"
"negative","964421905133461506"
"negative","964407913228918784"
"negative","962224129901584384"
"positive","963453988069888001"
"positive","962655363303649280"
"positive","965141362726330368"
"positive","964851820576329729"
"positive","964620427061596164"
"positive","964601007073382400"
"positive","964445214243946496"
"positive","964427082884308992"
"positive","964401138912051201"
"positive","964379673491730433"
"positive","964216900526985216"
"positive","963940954561531905"
"positive","963812772847943680"
"positive","963734792801083392"
"positive","963722001927098368"
"positive","963527225202167808"
"positive","963523212842762241"
"positive","963448042878840832"
"positive","963338084111863808"
"positive","963104583135498240"
"positive","963016104946864131"
"positive","963003551755788290"
"positive","962951777707548672"
"positive","962799609306378240"
"positive","962383362571882496"
"positive","962273567705653248"
"positive","962262382176292866"
"positive","962258516038836224"
"positive","962080259435913217"
"positive","962061065151369217"
"negative","962061065151369217"
"positive","964617557096517632"
"positive","964593924097658880"
"negative","964404493113700353"
"negative","964382474049499139"